120,109,4
316,474,4
81,145,4
147,128,4
142,138,4
112,211,4
199,91,4
205,141,4
129,10,4
152,249,4
40,485,4
421,167,4
114,19,4
72,156,4
243,331,4
182,86,4
84,318,4
352,28,4
364,295,4
191,229,4
174,361,4
58,186,4
70,100,4
281,332,4
27,413,4
51,234,4
344,468,0
378,456,0
506,232,4
117,153,4
138,60,4
272,187,4
229,286,0
112,227,4
128,349,4
78,407,4
234,88,4
164,434,4
385,408,4
16,167,4
287,89,4
34,117,4
115,274,4
242,104,4
384,4,4
91,452,0
209,216,4
145,33,4
335,392,4
351,52,4
81,369,4
472,405,0
220,423,4
124,59,4
248,487,0
316,56,4
482,50,4
48,47,4
8,25,4
352,197,4
261,67,4
128,238,4
305,111,4
172,142,4
59,217,4
49,356,4
212,180,4
500,103,4
222,32,4
117,64,4
235,213,4
65,360,4
109,171,4
375,107,4
447,228,4
131,178,4
102,354,4
381,44,4
46,329,4
299,22,4
494,141,4
88,266,4
132,82,4
427,211,4
244,58,4
485,103,4
7,477,4
23,478,4
242,405,4
234,169,4
372,404,0
150,359,4
115,82,4
87,215,4
161,252,4
190,188,4
179,192,4
311,208,4
334,42,4
178,12,4
387,376,4
226,355,4
350,157,4
34,156,4
146,107,4
289,144,4
401,24,4
396,47,4
224,473,4
283,506,0
372,235,4
112,432,0
146,398,4
296,43,4
70,218,4
86,93,4
323,410,4
103,205,4
220,457,4
75,494,0
449,406,4
9,294,4
357,451,0
62,497,0
57,510,4
101,492,4
120,474,4
111,487,4
115,497,0
138,487,4
128,506,0
136,464,4
145,456,4
133,426,4
133,413,4
115,401,4
132,393,4
127,387,4
135,370,4
146,376,4
174,385,4
183,349,4
198,357,4
215,376,0
228,367,0
197,434,4
199,470,0
216,504,0
181,507,4
218,439,4
242,372,4
238,385,4
233,400,4
255,393,4
265,400,4
271,402,4
275,458,0
298,434,4
303,438,4
325,442,4
308,421,4
297,416,4
354,392,4
359,394,4
378,394,0
374,416,0
395,428,0
393,461,4
336,482,4
337,495,4
316,495,4
300,483,0
292,492,4
290,470,0
280,477,0
303,507,4
246,505,4
258,494,4
264,483,4
396,492,0
388,508,0
430,488,4
498,443,0
509,457,0
504,415,0
460,393,0
467,361,0
478,352,4
484,345,4
415,326,4
412,347,4
416,378,4
405,377,4
380,353,0
368,366,4
391,316,4
359,289,4
373,272,4
355,267,4
341,259,4
348,261,4
331,265,4
284,316,4
278,301,4
270,317,4
264,356,4
245,360,4
200,319,4
194,338,4
164,319,4
171,330,4
180,329,4
3,433,4
26,402,4
60,415,4
48,446,4
46,440,4
60,468,4
14,504,4
256,260,4
256,247,4
231,251,4
210,267,4
204,270,4
235,245,4
244,241,4
254,235,4
239,231,4
168,297,4
146,314,4
145,299,4
146,285,4
130,280,4
141,263,4
137,250,4
129,250,4
149,230,4
157,225,4
287,239,4
305,244,4
328,233,4
330,222,4
426,241,4
509,237,4
473,210,4
477,155,4
369,185,4
505,165,4
509,147,4
501,72,4
480,36,4
459,46,4
469,10,4
456,6,4
431,62,4
441,72,4
401,62,4
409,53,4
417,55,4
408,41,4
392,116,4
391,112,4
377,126,4
370,123,4
354,139,4
335,150,4
318,159,4
335,123,4
309,129,4
334,109,4
269,142,4
287,116,4
275,118,4
265,117,4
296,75,4
332,73,4
341,83,4
307,58,4
302,30,4
272,18,4
282,9,4
251,20,4
239,30,4
213,46,4
225,116,4
257,152,4
247,147,4
222,167,4
256,192,4
256,187,4
283,188,4
283,221,4
293,222,4
289,229,4
404,139,4
430,129,4
449,120,4
456,120,4
279,60,4
287,68,4
292,66,4
283,53,4
265,56,4
235,76,4
210,114,4
215,108,4
216,131,4
187,152,4
188,137,4
177,170,4
166,177,4
164,208,4
170,203,4
138,215,4
141,196,4
122,200,4
121,214,4
118,221,4
98,228,4
104,260,4
80,264,4
86,244,4
78,283,4
71,280,4
61,280,4
76,293,4
107,288,4
99,310,4
79,334,4
5,366,4
3,375,4
20,321,4
34,315,4
45,317,4
8,314,4
26,298,4
23,270,4
29,256,4
22,248,4
29,239,4
35,227,4
45,240,4
90,194,4
74,201,4
138,130,4
170,125,4
175,118,4
201,52,4
183,47,4
157,54,4
156,66,4
151,79,4
107,118,4
114,103,4
103,82,4
138,48,4
118,49,4
156,31,4
156,17,4
169,3,4
134,3,4
97,36,4
79,39,4
81,3,4
39,97,4
40,76,4
22,79,4
22,63,4
66,153,4
93,151,4
127,143,4
32,181,4
42,172,4
19,151,4
26,163,4
22,160,4
8,157,4
8,155,4
17,137,4
8,127,4
58,98,4
14,99,4
319,18,4
