254,161,4
194,503,4
379,395,4
475,3,4
451,184,4
482,424,1
427,84,4
313,248,1
295,362,1
210,135,4
185,129,4
370,418,1
262,342,1
244,337,4
509,118,4
213,88,4
187,258,4
299,76,4
28,330,4
379,54,4
85,71,4
77,345,4
204,318,1
164,274,4
105,4,4
160,315,4
112,296,4
243,349,4
13,421,4
155,163,4
337,242,1
286,3,4
73,136,4
243,196,4
463,13,4
466,489,4
180,278,4
468,409,1
386,437,1
232,89,4
222,440,4
60,34,4
290,184,1
501,67,4
187,246,4
13,323,4
99,367,4
455,245,4
374,441,1
166,325,1
24,392,4
128,38,4
188,185,1
370,157,4
136,143,4
311,201,2
253,203,1
15,30,4
482,400,1
404,503,4
89,95,4
508,190,4
434,344,4
176,354,1
99,24,4
505,2,4
100,273,4
268,51,4
256,256,1
326,370,1
75,260,4
202,146,4
508,467,4
181,231,4
129,129,4
164,356,1
238,184,4
389,499,4
287,29,4
509,264,4
241,282,2
296,267,1
322,507,1
81,128,1
80,251,4
338,258,1
506,336,4
332,507,1
249,349,4
330,468,4
328,239,1
36,82,4
285,274,1
217,208,1
347,367,1
318,356,1
374,509,4
311,373,1
350,471,1
228,358,1
465,422,1
288,210,2
418,355,4
168,312,4
277,213,1
275,140,4
309,269,2
346,360,1
314,294,1
424,372,4
270,278,1
298,206,2
345,481,4
356,388,4
302,437,1
335,462,1
357,45,4
80,139,4
507,405,1
230,413,1
333,219,1
256,280,1
328,196,1
376,427,1
350,103,4
362,34,4
360,269,1
359,285,1
188,203,1
261,473,1
342,223,1
230,192,1
139,341,4
380,34,4
342,235,1
355,259,1
73,4,4
415,396,4
318,466,4
295,34,4
282,475,1
288,395,1
273,340,1
58,100,4
339,212,1
91,23,4
466,503,4
280,161,4
434,167,4
283,141,4
272,494,1
292,372,1
391,364,1
351,276,2
231,176,4
272,481,1
310,226,2
254,465,1
192,193,1
36,48,4
399,305,1
259,226,1
505,493,4
284,453,1
88,303,4
348,112,4
289,135,4
203,237,1
286,491,1
372,487,4
183,326,1
304,364,1
109,6,4
289,415,1
340,198,1
199,375,1
61,126,1
415,411,4
303,508,1
102,342,4
446,335,4
277,203,1
149,41,4
294,481,1
196,210,1
160,29,4
365,396,4
105,55,4
354,78,4
350,348,1
221,268,1
477,171,4
359,98,4
504,409,1
420,222,4
279,23,4
285,262,1
426,182,4
359,379,4
491,55,4
171,117,4
315,445,1
470,92,4
407,356,1
224,201,1
412,329,1
372,130,4
378,355,1
347,393,4
254,440,1
289,306,1
260,236,1
147,260,4
196,440,4
417,51,4
87,48,4
414,340,1
381,361,1
291,431,1
238,295,1
298,290,1
221,403,1
247,151,4
323,454,1
296,23,4
464,279,4
264,314,1
351,417,1
194,366,1
300,495,1
264,203,1
141,74,4
253,399,1
329,485,4
323,345,1
220,282,1
307,308,1
194,98,4
314,504,1
335,408,1
239,322,4
361,443,1
402,321,1
388,213,4
221,372,1
223,183,1
291,349,1
326,303,1
283,253,1
337,343,1
18,59,4
55,113,1
174,334,1
451,367,1
501,379,1
221,240,1
377,292,1
247,229,1
199,351,1
269,254,1
229,58,4
69,126,1
352,332,1
255,428,1
307,21,4
243,58,4
297,305,1
24,37,4
502,32,4
385,480,4
261,3,4
279,351,1
28,46,4
387,293,1
109,157,4
187,178,1
189,307,1
52,47,4
362,87,4
216,382,1
218,343,1
240,410,1
262,487,1
81,355,4
199,120,4
494,370,1
359,507,4
238,239,1
269,66,4
328,320,1
296,340,1
505,392,1
212,367,1
309,429,1
144,401,4
269,287,1
258,323,1
317,412,1
501,436,1
202,196,1
255,414,1
312,332,1
175,364,1
123,184,4
152,484,4
212,198,1
166,343,1
466,349,1
431,222,4
185,372,1
489,435,1
180,343,1
451,378,1
330,382,4
154,68,4
443,396,1
368,435,1
393,315,1
210,327,1
502,420,1
294,219,2
325,421,1
302,299,1
197,168,1
262,14,4
403,141,4
199,312,1
363,464,1
59,163,4
183,165,1
22,245,4
289,72,4
357,54,4
442,115,4
461,431,1
362,427,1
401,127,4
453,420,1
232,386,1
462,322,4
475,433,1
475,495,4
303,317,1
444,410,1
189,357,1
82,83,4
438,383,1
120,58,4
387,192,4
348,448,1
16,406,4
302,41,4
486,361,1
25,418,4
146,458,4
103,85,4
335,333,1
475,351,1
328,435,1
31,357,4
210,461,4
467,370,1
346,433,1
282,293,1
255,58,4
232,398,1
385,75,4
314,318,1
413,185,4
84,217,4
278,308,1
309,53,4
292,325,1
373,98,4
472,359,1
505,143,4
286,62,4
10,19,4
387,304,1
127,200,4
95,200,4
322,114,4
251,24,4
326,125,4
394,390,4
305,83,4
336,101,4
129,51,4
387,406,4
310,212,2
257,304,1
328,41,4
62,369,4
404,97,4
56,447,4
385,94,4
369,244,4
209,182,1
498,91,4
259,97,4
325,154,4
216,121,4
170,5,4
470,256,4
87,413,4
485,142,4
481,199,4
200,68,4
46,475,4
358,171,4
436,263,4
10,273,4
375,199,4
489,255,4
