140,123,3
277,421,3
329,251,3
229,436,3
90,248,3
64,402,3
165,63,3
363,15,3
165,156,4
139,322,3
509,106,4
311,25,3
361,504,3
188,157,4
185,496,3
140,484,3
509,338,3
427,494,3
368,321,3
415,28,4
102,490,3
111,326,3
357,170,4
314,503,3
255,505,3
162,250,3
247,76,3
328,500,3
414,503,3
159,169,4
248,483,3
362,60,4
286,373,3
298,508,3
319,80,4
296,356,3
465,162,3
158,304,3
220,214,4
343,475,3
4,113,4
209,177,4
57,412,3
238,508,3
465,409,3
136,194,3
2,316,3
156,499,3
58,501,3
285,169,4
335,299,3
445,213,3
198,3,3
47,98,3
163,329,3
148,183,3
509,223,3
31,123,4
5,347,3
246,141,4
429,508,3
447,398,3
34,70,4
209,116,4
344,503,3
431,166,3
351,178,4
257,307,3
446,71,4
492,269,3
89,140,3
256,461,3
476,410,3
437,448,3
419,183,3
29,101,4
411,462,3
22,5,4
497,100,4
423,43,4
171,112,3
507,126,3
169,147,4
490,387,3
237,218,4
59,190,4
215,327,3
169,130,4
472,152,3
431,462,3
477,342,3
103,336,3
427,476,3
75,254,3
121,49,3
484,327,3
348,418,3
498,328,3
54,397,3
18,87,4
41,6,3
470,358,3
381,482,3
20,410,3
129,4,3
239,5,4
4,506,3
46,165,4
47,44,4
29,353,3
495,354,3
321,479,3
508,416,3
133,496,3
92,98,3
262,131,4
180,169,4
170,178,4
19,175,4
504,322,3
322,508,3
455,369,3
203,316,3
128,481,3
19,155,4
285,357,3
177,40,3
196,508,3
504,295,3
142,153,3
23,236,4
109,14,3
403,417,3
446,158,3
352,67,4
53,171,4
280,229,3
506,258,3
52,200,4
479,377,3
159,260,3
456,450,3
3,38,4
138,369,3
392,48,4
210,253,3
4,20,4
318,491,3
319,286,3
177,319,3
234,142,4
142,5,3
53,221,4
370,184,3
198,391,3
117,293,3
8,136,4
506,479,3
9,40,4
90,113,3
163,3,3
484,460,3
59,433,3
427,362,3
300,370,3
483,397,3
46,445,3
326,158,4
25,426,3
452,409,3
73,91,3
241,159,4
164,219,3
279,115,4
205,298,3
61,260,3
5,194,4
312,164,4
469,374,3
44,456,3
298,399,3
415,8,3
418,371,3
127,221,3
9,499,3
25,135,4
241,30,3
8,238,4
246,113,4
111,424,3
7,107,4
175,157,4
312,247,3
356,154,4
23,70,4
291,165,4
146,140,3
178,295,3
4,405,3
365,341,3
351,492,3
179,264,3
467,476,3
317,299,3
299,343,3
24,385,3
205,502,3
328,340,3
220,177,4
226,306,3
474,506,3
126,413,3
483,32,4
441,432,3
100,278,3
114,103,3
52,211,4
15,50,4
9,297,3
81,294,3
157,450,3
484,365,3
86,314,3
383,365,3
202,430,3
188,99,3
75,7,3
411,308,3
268,470,3
501,506,3
381,52,4
295,418,3
116,498,3
215,202,4
146,171,3
470,225,3
167,393,3
44,115,3
198,16,3
332,6,3
501,88,4
211,412,3
158,113,3
475,442,3
129,507,3
201,270,3
45,194,4
434,27,4
429,342,3
363,355,3
340,452,3
7,122,4
83,226,3
262,398,3
388,383,3
364,141,4
39,501,3
214,439,3
8,273,4
4,169,4
237,350,3
174,380,3
448,228,3
331,134,4
374,32,3
507,495,3
294,242,3
105,502,3
448,29,4
29,221,4
468,319,3
381,395,3
274,506,3
187,432,3
203,171,4
303,385,3
504,357,3
15,186,4
501,379,3
132,174,3
298,496,3
111,346,3
33,190,4
309,73,3
276,70,3
329,209,3
81,150,3
350,195,3
363,47,3
92,395,3
290,5,3
181,146,4
461,304,3
456,123,4
469,459,3
233,237,3
292,74,3
75,393,3
316,181,4
193,178,4
380,135,4
175,440,3
109,120,3
370,452,3
412,42,4
14,251,4
26,44,4
287,389,3
457,465,3
491,494,3
5,484,3
398,372,3
316,333,3
344,165,4
275,492,3
284,332,3
355,400,3
309,353,3
292,461,3
426,403,3
154,423,3
255,228,3
42,422,3
505,182,3
84,30,3
341,326,3
472,293,3
23,315,3
33,179,4
501,404,3
357,331,3
12,213,4
251,60,3
269,284,3
280,410,3
151,128,3
254,350,3
300,157,4
395,132,4
438,361,3
279,432,3
33,434,3
196,156,4
177,484,3
400,499,3
100,6,3
399,402,3
204,357,3
317,115,4
125,272,3
339,286,3
308,177,4
298,120,4
139,294,3
136,252,3
199,126,4
280,146,4
441,97,4
383,310,3
372,112,4
236,187,4
102,465,3
126,467,3
369,6,3
36,396,3
261,70,3
334,352,3
53,129,3
215,28,3
237,425,3
86,440,3
313,433,3
175,52,3
390,345,3
94,130,3
318,366,3
321,317,3
368,386,3
264,33,3
24,280,3
342,109,4
65,148,3
297,319,3
76,273,3
34,154,4
390,110,4
464,41,4
56,328,3
390,85,4
300,446,3
257,377,3
426,421,3
449,80,4
439,86,4
504,278,3
146,236,3
421,87,4
179,21,3
226,453,3
44,175,4
7,384,3
209,153,4
224,505,3
19,165,4
34,166,4
9,152,4
441,493,3
218,351,3
438,39,4
219,59,3
441,61,4
472,391,3
370,494,3
209,236,3
318,381,3
384,503,3
107,308,3
186,236,3
493,252,3
91,414,3
116,163,3
20,36,4
489,20,4
206,51,3
65,303,3
355,101,4
153,37,3
150,469,3
182,82,3
129,431,3
488,167,3
471,100,4
320,15,3
267,148,4
268,338,3
152,91,3
240,273,3
344,28,3
188,367,3
383,284,3
491,303,3
170,418,3
87,339,3
295,485,3
66,78,3
308,53,3
351,214,3
358,312,3
233,63,3
437,126,4
15,358,3
497,132,3
53,83,3
440,478,3
411,68,4
53,23,3
487,476,3
425,295,3
219,393,3
456,385,3
127,359,3
499,215,3
166,366,3
250,90,3
322,403,3
36,364,3
358,439,3
352,123,4
411,386,3
469,88,4
263,483,3
275,46,3
198,104,3
139,383,3
49,378,3
101,436,3
385,417,3
11,329,3
290,57,3
266,368,3
285,253,3
494,433,3
103,72,3
12,18,4
139,342,3
98,149,3
110,381,3
158,353,3
396,304,3
221,491,3
390,472,3
413,443,3
148,213,3
310,37,3
77,348,3
461,489,3
28,485,3
350,40,3
114,401,3
237,255,3
322,449,3
479,239,3
328,59,3
243,398,3
443,299,3
258,247,3
185,405,3
87,84,3
353,298,3
146,405,3
383,16,3
31,459,3
481,211,3
261,269,3
305,216,3
95,41,3
387,456,3
329,35,3
258,421,3
348,278,3
50,278,3
412,480,3
335,264,3
345,13,3
190,60,3
110,252,3
206,72,3
222,98,3
393,206,3
20,473,3
295,20,3
336,224,3
69,482,3
77,47,3
80,128,3
193,449,3
65,456,3
438,194,3
152,19,3
198,485,3
390,230,3
499,234,3
90,198,3
48,480,3
77,375,3
392,432,3
119,78,3
11,461,3
89,173,3
345,239,3
315,268,3
332,433,3
