138,449,4
504,245,4
330,310,4
502,41,4
270,160,4
218,25,4
376,70,0
5,272,0
132,65,4
358,67,0
186,233,4
72,318,4
68,139,4
321,9,0
291,64,4
115,325,4
341,8,0
358,18,0
358,6,0
364,22,0
372,20,0
382,22,0
379,3,0
394,5,0
429,35,4
445,57,4
423,44,0
434,64,0
397,36,0
378,44,0
399,50,0
359,39,0
332,53,4
332,42,4
340,43,0
363,88,4
323,82,4
350,85,4
349,91,4
421,72,0
456,139,4
407,170,4
291,18,4
271,47,4
263,51,4
237,35,4
210,27,4
153,51,4
113,90,4
131,93,4
16,112,4
9,20,4
66,241,4
132,247,4
221,234,4
227,263,4
294,226,4
318,236,4
338,277,4
312,299,4
304,331,4
263,365,4
325,381,4
379,384,4
406,363,4
436,402,4
287,106,4
290,116,4
291,132,4
274,134,4
276,150,4
286,155,4
179,153,4
182,164,4
33,271,4
33,257,4
27,254,4
87,321,4
12,393,4
7,371,4
107,393,4
106,363,4
138,355,4
176,404,4
93,425,4
64,449,4
64,443,4
104,471,4
116,490,4
83,504,4
44,505,4
3,456,4
3,467,4
210,442,4
229,412,4
354,438,4
366,437,4
374,470,4
261,503,4
503,454,4
505,276,4
408,291,4
11,228,0
7,238,0
4,243,0
9,255,0
15,240,0
350,43,0
351,57,0
374,84,0
397,90,0
399,14,0
404,28,0
418,32,0
422,82,0
383,105,0
408,105,0
417,107,0
